,english,yoruba
1445,"Consequently, ""no appeal may be made to the High Court"" [Section 13(2)] by any party to revoke such a ban without first applying to the police to revoke an existing blocking order.","Ní ìparí, “kò sí àyè fún ẹjọ́ọ kò tèmi lọ́rùn ní Ilé-ẹjọ́ Gíga” [Abala 13(2)] tí eẹnikẹ́ni lè fi yẹ ìdígàgá sílẹ̀ láì máà kọ́kọ́ tọ ọlọ́pàá lọ láti fagilé òfin ìdígàgá náà.",
1446,The implications of this are obvious — no one can resort to the courts for redress in the face of this violation while the blocking order persists.,Ipa èyí hàn gbàgàdà — ẹnikẹ́ni kò ní leè gba ilé ẹjọ́ lọ fún ìgbèjà ìfẹ̀tọ́ ẹni dunni yìí tí ìdígàgá náà ṣì wà.,
1447,The lawmakers behind the social media bill,Àwọn aṣojú-ṣòfin tí ó wà lẹ́yìn ìwé àbádòfin ẹ̀rọ alátagbà náà,
1448,"Three lawmakers seem to be the arrowhead of the bill in the Senate, the upper house of Nigeria’s parliament: Mohammed Sani Musa (the sponsor of the bill), Abba Moro and Elisha Abbo.","Àwọn aṣojú-ṣòfin mẹ́ta kan ni ó gbé ìwé àbádòfin náà sórí nínú ìgbìmọ̀, ilé ìgbìmọ̀ àgbà: Mohammed Sani Musa (agbátẹrùu ìwé àbádòfin), Abba Moro àti Elisha Abbo.",
1449,"Mohammed Sani Musa’s company, Activate Technologies Limited, supplied the Permanent Voter Cards (PVCs) machine used for the 2019 general elections, while he was the candidate of the ruling All Progressives Congress (APC) for Niger East Senatorial district, according to the investigate outlet, Premium Times.","Ilé-iṣẹ́ẹ Mohammed Sani Musa, Activate Technologies Limited, ni ó kó ẹ̀rọ Ìwé-pélébé Ìdìbò Alálòpẹ́ (PVCs) tí a lò fún ìbò ọdún-un 2019, nígbà tí ó jẹ́ òǹdíjedupò lábẹ́ ẹgbẹ́ olóṣèlúu tí ó ń tukọ̀ ètò ìṣèlú lọ́wọ́ All Progressives Congress (APC) fún Aṣojú Ìlà-Oòrùn Niger, ìyẹn gẹ́gẹ́ bí ilé iṣẹ́ aṣèwádìí, Premium Times ṣe tẹ̀ ẹ́ jáde.",
1450,This is an allegation that the Independent National Electoral Commission (INEC) admitted.,Àjọ Elétò (INEC) gba ẹ̀sùn náà mọ́ra.,
1451,Musa’s conflict of interest raised some doubts about the true independence of Nigeria’s election umpire in the last election.,Ọ̀ràn yìí fi hàn pé àwọn alákòóso ìbò tí ó kọjá kò ṣiṣẹ́ láì lọ́wọ́ àwọn alágbára ń'nú.,
1452,"Ishaku Elisha Abbo of the opposition People’s Democratic Party (PDP) is a senator representing the Adamawa North Senatorial District in Adamawa State, in northeast Nigerian.","Ishaku Elisha Abbo ti ẹgbẹ́ alátakò People’s Democratic Party (PDP) jẹ́ aṣojú tí ó ń ṣojú Ẹkùn-un Àríwá Adamawa ní Ìpínlẹ̀ Adamawa, ní ìlà-oòrùn àríwá orílẹ̀ èdèe Nàìjíríà.",
1453,"In July 2019, in the presence of a police officer, Abbo assaulted a female staff member in an adult sex toy store in Abuja.","Nínú oṣù Agẹmọ 2019, ní ìṣojú ọlọ́pàá, Abbo ṣe àṣemáṣe pẹ̀lú òṣìṣẹ́bìnrin kan nínú ìsọ̀ ohun ìbálòpọ̀ ní olú-ìlú Nàìjíríà ní Abuja.",
1454,"After a video of the assault went viral on social media, Abbo offered a public apology.","Lẹ́yìn tí àwòrán càṣemáṣe náà fọ́n ká sórí ẹ̀rọ alátagbà, Abbo offered mọ ìwàa rẹ̀ lẹ́bí, ó sì bẹ̀bẹ̀.",
1455,"Abba Moro, also with the PDP, is the senator representing Benue South district, northcentral Nigeria.","Abba Moro, tí í ṣe ọmọ ẹgbẹ́ẹ PDP, ni aṣojú fún ẹ̀ka Gúúsù Benue, àárín gbùngbùn àríwá Nàìjíríà.",
1456,"On March 15, 2014, Moro, as minister of interior, was responsible for the Nigerian Immigration Recruitment tragedy in which about 6 million Nigerian youths who applied for 4,000 vacant positions in Nigerian Immigration Service were forced to assemble in various recruitment locations in the country.","Ní ọjọ́ 15, oṣù Ẹrẹ́nà, ọdún-un 2014, Moro, tí í ṣe ọ̀gá pátápátá ètò abélé, ló wà nídìí ìṣẹ̀lẹ̀ abanilọ́kànjẹ́ Ìgbanisíṣẹ́ Ẹ̀ṣọ̀ aṣọ́bodè Nàìjíríà tí àwọn ọ̀dọ́langba tí ó tó bíi ẹgbẹẹgbẹ̀rún 6 tó fẹ́ àyè iṣẹ́ ẹgbẹ̀rún 4 tí ó ṣí sílẹ̀ nínú iléeṣẹ́ Ẹ̀ṣọ̀ Aṣọ́bodè Nàìjíríà tí wọ́n kóra jọ níbi orísìírísìí jákèjádò orílẹ̀ èdè náà.",
1457,The resulting stampede due to overcrowding led to about 20 deaths and multiple injuries.,Ìṣẹ̀lẹ̀ tí ó burúkú jáì náà tí ó ṣekú pa ogún ènìyàn àti ìpalára fún ọ̀pọ̀ èèyàn.,
1458,Moro was a recipient of part of the application fees paid by the job-seekers amounting to 675 million naira [about $1.8 million USD].,Moro gbà nínú of owó ìwáṣẹ̀ tí àwọn awáṣẹ́ san tí ó ń lọ bíi ẹgbẹẹgbẹ̀rún 675 owóo naira [ $1.8 USD].,
1459,Moro not only enriched himself but also bypassed the extant procurement laws for the Immigration Service.,Moro kó owó sápòo rẹ̀ bẹ́ẹ̀ náà ó fo òfin ìgbanǹkan Aṣọ́bodè dá.,
1460,"""No need for silence, fear or self-pity"" – #SayNoToSocialMediaBill!","""Kò nílò ìdákẹ́ jẹ́jẹ́, ìbẹ̀rù bojo tàbí ìkáàánú-araẹni"" – #SayNoToSocialMediaBill!",
1461,"Using the hashtag #SayNoToSocialMediaBill, Nigerian netizens took to Twitter to express their collective indignation:","Nípa lílo àmì #SayNoToSocialMediaBill, àwọn ọmọ orí ayélujára orílẹ̀ èdèe Nàìjíríà bọ́ sóríi Twitter láti sọ èrò ọkàn-an wọn:",
1462,"In a statement, Amnesty International condemned the use of ""laws to justify human rights violations"" because it will not only stop Nigerians ""from speaking their minds"" but will also ""send them to jail for doing so"".","Nínú gbólóhùn kan, Amnesty International fajúro sí lílo ""àwọn òfin tí ó ń fìdìí ìfojú ẹ̀tọ́ ọmọnìyàn gbolẹ̀ múlẹ̀ "" nítorí pé kò ní pa àwọn ọmọ Nàìjíríà lẹ́nu mọ́ ""láti máà sọ èrò ọkàn-an wọn"" tí yóò sì tún ""rán wọn lọ s'ẹ́wọ̀n fún wípé wọ́n ṣe bẹ́ẹ̀ "".",
1463,"The parliament, under the pretext of curbing mis- and disinformation, is considering the enactment of a draconian law.","Lábẹ́ àbùradà à ń dẹ́kun gbólóhùn irọ́ àti ọ̀rọ̀ àhesọ, ń gbèrò ìṣòfin tí kò ní ìfẹ́ ará ìlú lọ́kàn.",
1464,"Ironically, the greatest propagators of false information online are political actors.","Ó jẹ́ ohun ìyàlẹ́nu, àwọn olóṣèlúu ló léwájú níbi ká gbé gbólóhùn irọ́ sórí ayélujára.",
1465,"Both Nigeria's ruling and main opposition parties turned Twitter into a minefield of ethnic hate speech, disinformation and propaganda during the 2019 presidential elections.","Ẹgbẹ́ olóṣèlúu tí ó ń jẹ lọ́wọ́ àti ẹgbẹ́ alátakò gbòógì sọ Twitter di pápá ogun fa ọ̀rọ̀ ìkórìíra ẹlẹ́yàmẹ́lẹ́yá, ìròyìn tí kò pójú òṣùwọ̀n àti ọ̀rọ̀ ẹ̀tàn lásìkò ìdìbò ààrẹ ọdún-un 2019.",
1466,Read more:,Kà síwájú sí i:,
1467,Social media propelled ethnocentric disinformation and propaganda during the Nigerian elections,"Ẹ̀rọ alátagbà fa ọ̀rọ̀ ìkórìíra ẹlẹ́yàmẹ́lẹ́yá, ìròyìn tí kò pójú òṣùwọ̀n àti ọ̀rọ̀ ẹ̀tàn lásìkò ìdìbò ààrẹ ọdún-un 2019",
1468,Twitter was a minefield of false information during the 2019 Nigerian elections,Twitter di pápá ogun fún gbólóhùn irọ́ lásìkò ìdìbò orílẹ̀-èdèe Nàìjíríà ọdún-un 2019,
1469,"In these troubling times of freedom of expression in Nigeria, the wise charge from American writer Toni Morrison evokes hope:","Ní àkókò bíi ti òmìnira ọ̀rọ̀ sísọ ní Nàìjíríà tí a wà yìí, ọ̀rọ̀ ọlọ́pọlọ láti ẹnu òǹkọ̀wé orílẹ̀-èdèe Amẹ́ríkà Toni Morrison tí ó mú ìrétí dání:",
1470,"This is precisely the time when artists go to work. There is no time for despair, no place for self-pity, no need for silence, no room for fear.","‎Èyí ni ìgbà tí àwọn ayàwòrán ń ṣiṣẹ́. Kò sáyé fún ìsọ̀rètínù, kò sáyé fún ìkáàánú-ara, kò nílò ìdákẹ́ jẹ́jẹ́, kò sí àyè fún ìbẹ̀rù bojo.",
1471,"We speak, we write, we do language.","A sọ, a kọ, a p'èdè.",
1472,"The bill is currently at its second reading in the Senate. To become law, it will need to move to committee stage where legislators will review it.",Ìwé àbádòfin ìlò ẹ̀rọ alátagbà náà ti jẹ́ kíkà ní ìgbà kejì nínú ìgbìmọ̀ Aṣojú-ṣòfin.,
1473,"The committee presents its report to Parliament, the bill is debated, a clean copy is re-presented to the Senate for a final vote and then, there's the presidential assent.","Kí ó tó di òfin, ó gbọdọ̀ gba ìgbìmọ̀ kan tí àwọn aṣojú-ṣòfin yóò yẹ̀ ẹ́ wò. Ìgbìmọ̀ọtẹ̀ẹ́kótó náà yóò sì jábọ̀ àbájáde àyẹ̀wòo rẹ̀ fún Ìgbìmọ̀ àgbà, láti gbé e yẹ̀ wò, tí wọn yóò tẹ òmíràn jáde fún àyẹ̀wò tí ó kẹ́yìn, kí ààrẹ ó tó bu ọwọ́ lù ú.",
1474,The Parliament must be hard-pressed to throw out the social media bill in its entirety.,A gbọdọ̀ fajú ro sí ìgbésẹ̀ Ìgbìmọ̀ kí wọ́n ba ju ìwé àbádòfin ìlò ẹ̀rọ alátagbà náà dànù sígbó.,
1475,This is because Africa’s most populous country will slide smoothly into full dictatorship once freedom of expression has been extinguished.,Nítorí orílẹ̀ èdèe tí ó gbajúmọ̀ jù lọ nílẹ̀ Adúláwọ̀ yóò yẹ̀ gẹ̀rẹ̀ sí ìjọba ìfipámúnisìn ní kété tí òmìnira ọ̀rọ̀ sísọ bá di títẹ̀ bọlẹ̀.,
1476,Tanzania high court upholds ruling to end child marriage despite attempts to repeal it,Ilé ẹjọ́ gíga Tanzania pa á láṣẹ fún ìfòpinsí ìsoyìgì láàárín àgbàlagbà àti ọmọdé láì wo ti ìgbésẹ̀ ìmúpadàa rẹ̀,
1477,"""This is the best decision the court has ever made""","""Èyí ni ìpinnu tí ó dára jù lọ tí ilé-ẹjọ́ yóò ṣe""",
1478,"Schoolgirls in Tanzania pose for a photo on July 10, 2007. Photo by Fanny Schertzer, used with permission via Wikimedia Commons, CC BY 2.0.","Àwọn Ọmọiléèwé ọmọdébìnrin ní Tanzania dúró fún àwòrán lọ́jọ́ 10 oṣù Agẹmọ ọdún-un, 2007. Fanny Schertzer ni ó ya àwòrán, a lò ó pẹ̀lú àṣẹ láti Wikimedia Commons, CC BY 2.0.",
1479,"In October 2019, Tanzania's high court upheld the landmark 2016 ruling that increased the minimum age of marriage for girls and boys to 18.","Nínú oṣù Ọ̀wàrà 2019, ilé ẹjọ́ gíga Tanzania ṣe ìdímú ṣinṣin ìdájọ́ ọdún-un 2016 tí ó pàṣẹ ó kéré jù, ọmọbìnrin àti ọmọkùnrin gbọdọ̀ pé ọmọ ọdún méjìdínlógún kí ó tó ṣe ìgbéyàwó.",
1480,"The Tanzanian government attempted to repeal this decision, claiming that girls mature earlier and marriage is a form of protection for pregnant young women, and should, therefore, be allowed to marry earlier than 18.","Àjọ ọba orílẹ̀ èdèe Tanzania gbéègbésẹ̀ láti ṣe ìmúpadà ìpinnu yìí, nítorí wípé àwọn ọmọdébìnrin ń yára bàlágà àti wípé ààbò ni ìgbéyàwó jẹ́ fún ọ̀dọ́bìnrin aláboyún.",
1481,"But on October 23, 2019, the Tanzanian government lost its appeal and the high court ruling remains: The marriage age for both males and females is 18, reinforcing the ban on child marriage in Tanzania.","Àmọ́ ní ọjọ́ 23 oṣù Ọ̀wàrà ọdún-un 2019, ìjọba orílẹ̀ èdèe Tanzania pàdánù ẹjọ́ọ kòtẹ́milọ́rùnun rẹ̀ tí àṣẹ ilé ẹjọ́ gíga ṣì dúró: akọ àtabo gbọdọ̀ pé ọjọ́ orí méjìdínlógún kí wọn ó tó ṣe ìgbéyàwó, tí èyí sì ń fi agbára kún ìgbẹ́sẹ̀ ìsoyìgì ọmọdé ní Tanzania.",
1482,"According to the United Nations Population Fund (UNFPA), Tanzania has one of the highest prevalence rates of child marriage in the world.","Gẹ́gẹ́ bí United Nations Population Fund (UNFPA) ti ṣe wí, Tanzania ni ìsoyìgì ọmọdé pọ̀ sí jù lọ lágbàáyé.",
1483,Netizens were quick to express their delight over the ruling.,Àwọn ọmọ orí ayélujára ṣíra láti fi ìdùnnúu wọn hàn lóríi ìdájọ́ náà.,
1484,"Some congratulated Rebeca Z. Gyumi, the petitioner and respondent behind this case.","Àwọn kan kí Rebeca Z. Gyumi, aláfisùn àti ẹni tí ó lé wájú nínú ọ̀ràn ìsoyìgì àwọn ọmọdé náà.",
1485,"Gyumi is the founder and executive director of Msichana Initiative (Young Woman Initiative), a Tanzanian nongovernmental organization that empowers girls through education.","Gyumi ni olùdásílẹ̀ àti alákòóso àgbà Msichana Initiative (Ètò fún àwọn Ọ̀dọ́mọbìnrin), iléeṣẹ́ tí kì í ṣe tìjọba tí ó ń ró àwọn ọmọdébìnrin lágbára nípasẹ̀ ti ẹ̀kọ́ ìwé.",
1486,The fight to end child marriage in Tanzania,Ìgbésẹ̀ láti fòpin sí ìsoyìgì ọmọdé ní Tanzania,
1487,"In 2016, Gyumi challenged the constitutionality of the Law of Marriage Act, 2002 (LMA) that allowed females under the age of 18 to get married.","Lọ́dún-un 2016, Gyumi na ọwọ́ ìka àbùkù sí agbára Òfin Ìgbéyàwó; Law of Marriage Act, 2002 (LMA) tí ó gba obìnrin tí kò tó ọmọ ọdún méjìdínlógún láyè láti ṣe ìgbéyàwó.",
1488,"According to Tanzania Demographic and Health Survey (TDHS),  36 percent of women aged 25-49 get married before their 18th birthday compared to only 5 percent for men the same age.","Gẹ́gẹ́ bí ìwádìí nípa ìlera Tanzania Demographic and Health Survey (TDHS) ṣe ti ṣàlàyé, ìdá 36 obìnrin tí ọjọ́ oríi wọ́n wà ní 25-49 ní í ṣe ìgbéyàwó kí wọn ó tó pé ọmọ ọdún méjìdínlógún, tí àwọn akẹgbẹ́ẹ wọn lọ́kùnrin sí jẹ́ ìdá 5.",
1489,The LMA allowed girls as young as 14 to get married with consent from a court and age 15 with the consent of the parents whereas 18 years was the minimum age for a male.,"Òfin LMA fi àyè gba ọmọdébìnrin tí ọjọ́ oríi wọn kò ju ọdún mẹ́rìnlá lọ láti ṣe ìgbéyàwó pẹ̀lú ìlọ́wọ́sí ilé-ẹjọ́, ìlọ́wọ́sí òbí fún ọmọ ọdún márùn-ún-dínlógún, nígbà tí ọdún méjìdínlógún jẹ́ ọjọ́ orí tí ó kéré jù lọ fún ọmọkùnrin.",
1490,"Through her attorneys, Gyumi argued that the LMA provisions were discriminatory for giving preferential treatment to males in the matter of eligible marriage age.","Nípasẹ̀ àwọn aṣojú rẹ̀, Gyumi ṣàlàyé wípé àlàálẹ̀ LMA kọ iyán obìnrin kéré nítorí pé ó fún àwọn ọkùnrin ní àǹfààní ju àwọn obìnrin lọ.",
1491,They further argued that the provisions infringed the right to equality and they were too vague and too susceptible to arbitrary interpretation to deny female children their right to education.,"Nítẹ̀síwájú, wọ́n sọ wípé àlàálẹ̀ náà fi ẹ̀tọ́ dídọ́gba ọmọ ènìyàn yí ẹrẹ̀fọ̀ àti pé wọn fi ẹ̀tọ́ àǹfààní sí ẹ̀kọ́ ìwé dun àwọn ọmọdébìnrin.",
1492,Gyumi petitioned the High Court to find the provisions of LMA null and void.,Gyumi rọ Ilé-ẹjọ́ Gíga láti gbé àlàálẹ̀ LMA tì sẹ́gbẹ̀ẹ́.,
1493,The High Court never declared the provisions in the LMA null and void.,Ilé-ẹjọ́ Gíga kò ṣe bẹ́ẹ̀.,
1494,But they found the provisions unconstitutional and gave the government one year to correct the anomalies in the LMA provisions.,Àmọ́ wọ́n rí i lóòótọ́ wípé kò bá òfin mu wọ́n sì fún ìjọba lọ́dún kan láti ṣe àtúnṣe sí ohun tí kò tọ̀nà nínú àlàálẹ̀ LMA.,
1495,"Through the attorney general, the government was directed to put 18 years as the eligible age of marriage for both females and males.","Nípasẹ̀ aṣojú àgbà àwọn adájọ́, a pa ìjọba láṣẹ láti gbé ọjọ́ orí ìgbéyàwó sí ọdún méjìdínlógún fún obìnrin àti ọkùnrin.",
1496,"However, then-Attorney General George Masaju was aggrieved by the ruling and immediately served a notice of appeal to the High Court:","Síbẹ̀, aṣojú àgbà àná banújẹ́ sí ìdájọ́ náà ó sì kọ ìwé àtúnpè-ẹjọ́ sí Ilé-ẹjọ́ Gíga náà:",
1497,Official: I've been served government documents of appeal in the case of #childmarriage. Case number 204 of September 2017.,Pẹ̀lú ìfọwọ́sí àṣẹ ìjọba: mo ti gba ìwé àtúnpè-ẹjọ́ lóríi ẹjọ́ #childmarriage. Ẹjọ́ òǹkaye 204 ti oṣù Ọ̀wẹwẹ̀ ọdún-un 2017.,
1498,Read more: Mozambique criminalizes child marriage,Kà síwájú sí i: Mozambique sọ ìsoyìgì ọmọdé di ìwà ọ̀daràn,
1499,Grounds for appeal,Àyè fún àtúnpè-ẹjọ́,
1500,"In four months of court proceedings, the government sought to appeal the 2016 ruling that required the revision of the provisions LMA that allowed girls to be married at the age of 15.","Láàárín oṣù mẹ́rin ìgbẹ́jọ́, ìjọba gbèrò láti ṣe àtúnpè-ẹjọ́ ọdún-un 2016 tí yó ṣe àtúnṣe sí àlàálẹ̀ LMA èyí tí ó fi àyè gba ọmọdébìnrin ọlọ́jọ́-orí márùn-úndínlógún gẹ́gẹ́ bí ẹni tí ó ti bàlágà fún ìgbéyàwó.",
